new_index,orig_subset,orig_index,trajectory_id
1047,math500,115,gpt-5-nano_math500_task330_1
1048,math500,116,gpt-5-nano_math500_task330_2
1049,math500,117,gpt-5-nano_math500_task381_1
1050,math500,118,gpt-5-nano_math500_task382_1
1051,math500,119,gpt-5-nano_math500_task385_1
1052,math500,120,gpt-5-nano_math500_task388_1
1053,math500,121,gpt-5-nano_math500_task391_3
1054,math500,122,gpt-5-nano_math500_task392_1
1055,math500,123,gpt-5-nano_math500_task392_2
1056,math500,124,gpt-5-nano_math500_task394_1
1057,math500,125,gpt-5-nano_math500_task394_3
1058,math500,126,gpt-5-nano_math500_task400_2
1059,math500,127,gpt-5-nano_math500_task400_3
1060,math500,128,gpt-5-nano_math500_task422_1
1061,math500,129,gpt-5-nano_math500_task422_2
1062,math500,130,gpt-5-nano_math500_task425_1
1063,math500,131,gpt-5-nano_math500_task432_2
1064,math500,132,gpt-5-nano_math500_task435_1
1065,math500,133,gpt-5-nano_math500_task43_3
1066,math500,134,gpt-5-nano_math500_task444_3
1067,math500,135,gpt-5-nano_math500_task450_1
1068,math500,136,gpt-5-nano_math500_task466_1
1069,math500,137,gpt-5-nano_math500_task478_2
1070,math500,138,gpt-5-nano_math500_task478_3
1071,math500,139,gpt-5-nano_math500_task47_1
1072,math500,140,gpt-5-nano_math500_task47_3
1073,math500,141,gpt-5-nano_math500_task482_2
1074,math500,142,gpt-5-nano_math500_task493_1
1075,math500,143,gpt-5-nano_math500_task493_2
1076,math500,144,gpt-5-nano_math500_task493_3
1077,math500,145,gpt-5-nano_math500_task497_1
1078,math500,146,gpt-5-nano_math500_task497_2
1079,math500,147,gpt-5-nano_math500_task52_1
1080,math500,148,gpt-5-nano_math500_task63_1
1081,math500,149,gpt-5-nano_math500_task63_2
1082,math500,150,gpt-5-nano_math500_task63_3
1083,math500,151,gpt-5-nano_math500_task80_3
1084,math500,152,gpt-5-nano_math500_task82_1
1085,math500,153,gpt-5-nano_math500_task82_3
1086,math500,154,gpt-5-nano_math500_task88_3
1087,math500,155,gpt-5-nano_math500_task94_1
1088,math500,156,gpt-5-nano_math500_task96_1
1089,math500,157,gpt-5-nano_math500_task96_2
1090,mmlu_pro,1,gpt-4o-mini_mmlu_pro_task0_1
1091,mmlu_pro,2,gpt-4o-mini_mmlu_pro_task100_1
1092,mmlu_pro,3,gpt-4o-mini_mmlu_pro_task105_1
1093,mmlu_pro,4,gpt-4o-mini_mmlu_pro_task109_1
1094,mmlu_pro,5,gpt-4o-mini_mmlu_pro_task10_1
1095,mmlu_pro,6,gpt-4o-mini_mmlu_pro_task118_1
1096,mmlu_pro,7,gpt-4o-mini_mmlu_pro_task119_1
1097,mmlu_pro,8,gpt-4o-mini_mmlu_pro_task120_1
1098,mmlu_pro,9,gpt-4o-mini_mmlu_pro_task126_1
1099,mmlu_pro,10,gpt-4o-mini_mmlu_pro_task12_1
1100,mmlu_pro,11,gpt-4o-mini_mmlu_pro_task148_1
1101,mmlu_pro,12,gpt-4o-mini_mmlu_pro_task15_1
1102,mmlu_pro,13,gpt-4o-mini_mmlu_pro_task177_1
1103,mmlu_pro,14,gpt-4o-mini_mmlu_pro_task17_1
1104,mmlu_pro,15,gpt-4o-mini_mmlu_pro_task186_1
1105,mmlu_pro,16,gpt-4o-mini_mmlu_pro_task188_1
1106,mmlu_pro,17,gpt-4o-mini_mmlu_pro_task191_1
1107,mmlu_pro,18,gpt-4o-mini_mmlu_pro_task194_1
1108,mmlu_pro,19,gpt-4o-mini_mmlu_pro_task197_1
1109,mmlu_pro,20,gpt-4o-mini_mmlu_pro_task198_1
1110,mmlu_pro,21,gpt-4o-mini_mmlu_pro_task1_1
1111,mmlu_pro,22,gpt-4o-mini_mmlu_pro_task4_1
1112,mmlu_pro,23,gpt-4o-mini_mmlu_pro_task54_1
1113,mmlu_pro,24,gpt-4o-mini_mmlu_pro_task69_1
1114,mmlu_pro,25,gpt-5-nano_mmlu_pro_task100_1
1115,mmlu_pro,26,gpt-5-nano_mmlu_pro_task105_1
1116,mmlu_pro,27,gpt-5-nano_mmlu_pro_task108_1
1117,mmlu_pro,28,gpt-5-nano_mmlu_pro_task109_1
1118,mmlu_pro,29,gpt-5-nano_mmlu_pro_task10_1
1119,mmlu_pro,30,gpt-5-nano_mmlu_pro_task116_1
1120,mmlu_pro,31,gpt-5-nano_mmlu_pro_task119_1
1121,mmlu_pro,32,gpt-5-nano_mmlu_pro_task120_1
1122,mmlu_pro,33,gpt-5-nano_mmlu_pro_task123_1
1123,mmlu_pro,34,gpt-5-nano_mmlu_pro_task125_1
1124,mmlu_pro,35,gpt-5-nano_mmlu_pro_task127_1
1125,mmlu_pro,36,gpt-5-nano_mmlu_pro_task128_1
1126,mmlu_pro,37,gpt-5-nano_mmlu_pro_task12_1
1127,mmlu_pro,38,gpt-5-nano_mmlu_pro_task132_1
1128,mmlu_pro,39,gpt-5-nano_mmlu_pro_task133_1
1129,mmlu_pro,40,gpt-5-nano_mmlu_pro_task139_1
1130,mmlu_pro,41,gpt-5-nano_mmlu_pro_task144_1
1131,mmlu_pro,42,gpt-5-nano_mmlu_pro_task148_1
1132,mmlu_pro,43,gpt-5-nano_mmlu_pro_task152_1
1133,mmlu_pro,44,gpt-5-nano_mmlu_pro_task154_1
1134,mmlu_pro,45,gpt-5-nano_mmlu_pro_task15_1
1135,mmlu_pro,46,gpt-5-nano_mmlu_pro_task167_1
1136,mmlu_pro,47,gpt-5-nano_mmlu_pro_task169_1
1137,mmlu_pro,48,gpt-5-nano_mmlu_pro_task177_1
1138,mmlu_pro,49,gpt-5-nano_mmlu_pro_task17_1
1139,mmlu_pro,50,gpt-5-nano_mmlu_pro_task183_1
1140,mmlu_pro,51,gpt-5-nano_mmlu_pro_task186_1
1141,mmlu_pro,52,gpt-5-nano_mmlu_pro_task187_1
1142,mmlu_pro,53,gpt-5-nano_mmlu_pro_task188_1
1143,mmlu_pro,54,gpt-5-nano_mmlu_pro_task18_1
1144,mmlu_pro,55,gpt-5-nano_mmlu_pro_task190_1
1145,mmlu_pro,56,gpt-5-nano_mmlu_pro_task193_1
1146,mmlu_pro,57,gpt-5-nano_mmlu_pro_task194_1
1147,mmlu_pro,58,gpt-5-nano_mmlu_pro_task195_1
1148,mmlu_pro,59,gpt-5-nano_mmlu_pro_task197_1
1149,mmlu_pro,60,gpt-5-nano_mmlu_pro_task199_1
1150,mmlu_pro,61,gpt-5-nano_mmlu_pro_task1_1
1151,mmlu_pro,62,gpt-5-nano_mmlu_pro_task209_1
1152,mmlu_pro,63,gpt-5-nano_mmlu_pro_task210_1
1153,mmlu_pro,64,gpt-5-nano_mmlu_pro_task21_1
1154,mmlu_pro,65,gpt-5-nano_mmlu_pro_task226_1
1155,mmlu_pro,66,gpt-5-nano_mmlu_pro_task237_1
1156,mmlu_pro,67,gpt-5-nano_mmlu_pro_task253_1
1157,mmlu_pro,68,gpt-5-nano_mmlu_pro_task256_1
1158,mmlu_pro,69,gpt-5-nano_mmlu_pro_task25_1
1159,mmlu_pro,70,gpt-5-nano_mmlu_pro_task261_1
1160,mmlu_pro,71,gpt-5-nano_mmlu_pro_task277_1
1161,mmlu_pro,72,gpt-5-nano_mmlu_pro_task282_1
1162,mmlu_pro,73,gpt-5-nano_mmlu_pro_task289_1
1163,mmlu_pro,74,gpt-5-nano_mmlu_pro_task291_1
1164,mmlu_pro,75,gpt-5-nano_mmlu_pro_task294_1
1165,mmlu_pro,76,gpt-5-nano_mmlu_pro_task296_1
1166,mmlu_pro,77,gpt-5-nano_mmlu_pro_task298_1
1167,mmlu_pro,78,gpt-5-nano_mmlu_pro_task299_1
1168,mmlu_pro,79,gpt-5-nano_mmlu_pro_task2_1
1169,mmlu_pro,80,gpt-5-nano_mmlu_pro_task34_1
1170,mmlu_pro,81,gpt-5-nano_mmlu_pro_task53_1
1171,mmlu_pro,82,gpt-5-nano_mmlu_pro_task54_1
1172,mmlu_pro,83,gpt-5-nano_mmlu_pro_task56_1
1173,mmlu_pro,84,gpt-5-nano_mmlu_pro_task5_1
1174,mmlu_pro,85,gpt-5-nano_mmlu_pro_task60_1
1175,mmlu_pro,86,gpt-5-nano_mmlu_pro_task61_1
1176,mmlu_pro,87,gpt-5-nano_mmlu_pro_task69_1
1177,mmlu_pro,88,gpt-5-nano_mmlu_pro_task72_1
1178,mmlu_pro,89,gpt-5-nano_mmlu_pro_task73_1
1179,mmlu_pro,90,gpt-5-nano_mmlu_pro_task7_1
1180,mmlu_pro,91,gpt-5-nano_mmlu_pro_task8_1
1181,mmlu_pro,92,gpt-5-nano_mmlu_pro_task9_1
1182,musique,1,gpt-4o-mini_musique_task0_2
1183,musique,2,gpt-4o-mini_musique_task11_1
1184,musique,3,gpt-4o-mini_musique_task23_3
1185,musique,4,gpt-4o-mini_musique_task30_2
1186,musique,5,gpt-4o-mini_musique_task30_3
1187,musique,6,gpt-4o-mini_musique_task32_1
1188,musique,7,gpt-4o-mini_musique_task34_2
1189,musique,8,gpt-4o-mini_musique_task44_3
1190,musique,9,gpt-4o-mini_musique_task46_2
1191,musique,10,gpt-4o-mini_musique_task48_1
1192,musique,11,gpt-4o-mini_musique_task48_3
1193,musique,12,gpt-4o-mini_musique_task49_2
1194,musique,13,gpt-4o-mini_musique_task49_3
1195,musique,14,gpt-4o-mini_musique_task4_3
1196,musique,15,gpt-4o-mini_musique_task50_1
1197,musique,16,gpt-4o-mini_musique_task6_2
1198,musique,17,gpt-4o-mini_musique_task6_3
1199,musique,18,gpt-4o-mini_musique_task9_2
1200,musique,19,gpt-5-nano_musique_task102_1
1201,musique,20,gpt-5-nano_musique_task108_3
1202,musique,21,gpt-5-nano_musique_task112_1
1203,musique,22,gpt-5-nano_musique_task112_2
1204,musique,23,gpt-5-nano_musique_task112_3
1205,musique,24,gpt-5-nano_musique_task113_1
1206,musique,25,gpt-5-nano_musique_task113_3
1207,musique,26,gpt-5-nano_musique_task116_3
1208,musique,27,gpt-5-nano_musique_task118_2
1209,musique,28,gpt-5-nano_musique_task118_3
1210,musique,29,gpt-5-nano_musique_task119_3
1211,musique,30,gpt-5-nano_musique_task120_3
1212,musique,31,gpt-5-nano_musique_task122_2
1213,musique,32,gpt-5-nano_musique_task122_3
1214,musique,33,gpt-5-nano_musique_task124_1
1215,musique,34,gpt-5-nano_musique_task124_3
1216,musique,35,gpt-5-nano_musique_task127_2
1217,musique,36,gpt-5-nano_musique_task127_3
1218,musique,37,gpt-5-nano_musique_task12_1
1219,musique,38,gpt-5-nano_musique_task12_3
1220,musique,39,gpt-5-nano_musique_task131_2
1221,musique,40,gpt-5-nano_musique_task131_3
1222,musique,41,gpt-5-nano_musique_task134_1
1223,musique,42,gpt-5-nano_musique_task134_2
1224,musique,43,gpt-5-nano_musique_task134_3
1225,musique,44,gpt-5-nano_musique_task145_1
1226,musique,45,gpt-5-nano_musique_task145_2
1227,musique,46,gpt-5-nano_musique_task145_3
1228,musique,47,gpt-5-nano_musique_task147_3
1229,musique,48,gpt-5-nano_musique_task157_1
1230,musique,49,gpt-5-nano_musique_task157_2
1231,musique,50,gpt-5-nano_musique_task15_1
1232,musique,51,gpt-5-nano_musique_task161_3
1233,musique,52,gpt-5-nano_musique_task162_2
1234,musique,53,gpt-5-nano_musique_task162_3
1235,musique,54,gpt-5-nano_musique_task164_1
1236,musique,55,gpt-5-nano_musique_task164_3
1237,musique,56,gpt-5-nano_musique_task167_1
1238,musique,57,gpt-5-nano_musique_task167_2
1239,musique,58,gpt-5-nano_musique_task167_3
1240,musique,59,gpt-5-nano_musique_task169_3
1241,musique,60,gpt-5-nano_musique_task181_1
1242,musique,61,gpt-5-nano_musique_task181_2
1243,musique,62,gpt-5-nano_musique_task181_3
1244,musique,63,gpt-5-nano_musique_task184_3
1245,musique,64,gpt-5-nano_musique_task191_1
1246,musique,65,gpt-5-nano_musique_task191_3
1247,musique,66,gpt-5-nano_musique_task193_1
1248,musique,67,gpt-5-nano_musique_task193_2
1249,musique,68,gpt-5-nano_musique_task193_3
1250,musique,69,gpt-5-nano_musique_task198_1
1251,musique,70,gpt-5-nano_musique_task199_3
1252,musique,71,gpt-5-nano_musique_task19_1
1253,musique,72,gpt-5-nano_musique_task203_2
1254,musique,73,gpt-5-nano_musique_task205_1
1255,musique,74,gpt-5-nano_musique_task205_3
1256,musique,75,gpt-5-nano_musique_task209_1
1257,musique,76,gpt-5-nano_musique_task20_2
1258,musique,77,gpt-5-nano_musique_task212_1
1259,musique,78,gpt-5-nano_musique_task212_2
1260,musique,79,gpt-5-nano_musique_task216_1
1261,musique,80,gpt-5-nano_musique_task21_1
1262,musique,81,gpt-5-nano_musique_task220_2
1263,musique,82,gpt-5-nano_musique_task225_1
1264,musique,83,gpt-5-nano_musique_task225_3
1265,musique,84,gpt-5-nano_musique_task226_3
1266,musique,85,gpt-5-nano_musique_task227_1
1267,musique,86,gpt-5-nano_musique_task227_3
1268,musique,87,gpt-5-nano_musique_task229_1
1269,musique,88,gpt-5-nano_musique_task229_2
1270,musique,89,gpt-5-nano_musique_task22_2
1271,musique,90,gpt-5-nano_musique_task22_3
1272,musique,91,gpt-5-nano_musique_task233_3
1273,musique,92,gpt-5-nano_musique_task237_3
1274,musique,93,gpt-5-nano_musique_task240_1
1275,musique,94,gpt-5-nano_musique_task240_2
1276,musique,95,gpt-5-nano_musique_task240_3
1277,musique,96,gpt-5-nano_musique_task247_1
1278,musique,97,gpt-5-nano_musique_task247_2
1279,musique,98,gpt-5-nano_musique_task248_1
1280,musique,99,gpt-5-nano_musique_task249_2
1281,musique,100,gpt-5-nano_musique_task249_3
1282,musique,101,gpt-5-nano_musique_task255_1
1283,musique,102,gpt-5-nano_musique_task255_2
1284,musique,103,gpt-5-nano_musique_task259_1
1285,musique,104,gpt-5-nano_musique_task260_2
1286,musique,105,gpt-5-nano_musique_task260_3
1287,musique,106,gpt-5-nano_musique_task262_1
1288,musique,107,gpt-5-nano_musique_task267_3
1289,musique,108,gpt-5-nano_musique_task268_2
1290,musique,109,gpt-5-nano_musique_task268_3
1291,musique,110,gpt-5-nano_musique_task280_3
1292,musique,111,gpt-5-nano_musique_task285_2
1293,musique,112,gpt-5-nano_musique_task285_3
1294,musique,113,gpt-5-nano_musique_task286_2
1295,musique,114,gpt-5-nano_musique_task286_3
1296,musique,115,gpt-5-nano_musique_task287_1
1297,musique,116,gpt-5-nano_musique_task287_3
1298,musique,117,gpt-5-nano_musique_task291_1
1299,musique,118,gpt-5-nano_musique_task291_2
1300,musique,119,gpt-5-nano_musique_task291_3
1301,musique,120,gpt-5-nano_musique_task29_3
1302,musique,121,gpt-5-nano_musique_task301_2
1303,musique,122,gpt-5-nano_musique_task306_1
1304,musique,123,gpt-5-nano_musique_task306_3
1305,musique,124,gpt-5-nano_musique_task310_1
1306,musique,125,gpt-5-nano_musique_task310_3
1307,musique,126,gpt-5-nano_musique_task311_1
1308,musique,127,gpt-5-nano_musique_task311_3
1309,musique,128,gpt-5-nano_musique_task312_1
1310,musique,129,gpt-5-nano_musique_task312_3
1311,musique,130,gpt-5-nano_musique_task314_1
1312,musique,131,gpt-5-nano_musique_task314_2
1313,musique,132,gpt-5-nano_musique_task314_3
1314,musique,133,gpt-5-nano_musique_task315_1
1315,musique,134,gpt-5-nano_musique_task319_3
1316,musique,135,gpt-5-nano_musique_task320_1
1317,musique,136,gpt-5-nano_musique_task320_2
1318,musique,137,gpt-5-nano_musique_task320_3
1319,musique,138,gpt-5-nano_musique_task321_2
1320,musique,139,gpt-5-nano_musique_task321_3
1321,musique,140,gpt-5-nano_musique_task32_2
1322,musique,141,gpt-5-nano_musique_task32_3
1323,musique,142,gpt-5-nano_musique_task330_1
1324,musique,143,gpt-5-nano_musique_task330_3
1325,musique,144,gpt-5-nano_musique_task332_2
1326,musique,145,gpt-5-nano_musique_task332_3
1327,musique,146,gpt-5-nano_musique_task337_2
1328,musique,147,gpt-5-nano_musique_task337_3
1329,musique,148,gpt-5-nano_musique_task33_2
1330,musique,149,gpt-5-nano_musique_task33_3
1331,musique,150,gpt-5-nano_musique_task340_3
1332,musique,151,gpt-5-nano_musique_task342_2
1333,musique,152,gpt-5-nano_musique_task343_2
1334,musique,153,gpt-5-nano_musique_task343_3
1335,musique,154,gpt-5-nano_musique_task34_2
1336,musique,155,gpt-5-nano_musique_task34_3
1337,musique,156,gpt-5-nano_musique_task351_2
1338,musique,157,gpt-5-nano_musique_task351_3
1339,musique,158,gpt-5-nano_musique_task355_1
1340,musique,159,gpt-5-nano_musique_task356_1
1341,musique,160,gpt-5-nano_musique_task359_1
1342,musique,161,gpt-5-nano_musique_task359_2
1343,musique,162,gpt-5-nano_musique_task359_3
1344,musique,163,gpt-5-nano_musique_task360_1
1345,musique,164,gpt-5-nano_musique_task360_2
1346,musique,165,gpt-5-nano_musique_task363_1
1347,musique,166,gpt-5-nano_musique_task363_3
1348,musique,167,gpt-5-nano_musique_task364_1
1349,musique,168,gpt-5-nano_musique_task364_2
1350,musique,169,gpt-5-nano_musique_task364_3
1351,musique,170,gpt-5-nano_musique_task365_2
1352,musique,171,gpt-5-nano_musique_task365_3
1353,musique,172,gpt-5-nano_musique_task370_2
1354,musique,173,gpt-5-nano_musique_task370_3
1355,musique,174,gpt-5-nano_musique_task374_1
1356,musique,175,gpt-5-nano_musique_task375_2
1357,musique,176,gpt-5-nano_musique_task375_3
1358,musique,177,gpt-5-nano_musique_task376_1
1359,musique,178,gpt-5-nano_musique_task376_3
1360,musique,179,gpt-5-nano_musique_task379_1
1361,musique,180,gpt-5-nano_musique_task379_2
1362,musique,181,gpt-5-nano_musique_task37_1
1363,musique,182,gpt-5-nano_musique_task37_3
1364,musique,183,gpt-5-nano_musique_task385_1
1365,musique,184,gpt-5-nano_musique_task388_1
1366,musique,185,gpt-5-nano_musique_task388_3
1367,musique,186,gpt-5-nano_musique_task390_1
1368,musique,187,gpt-5-nano_musique_task391_3
1369,musique,188,gpt-5-nano_musique_task393_1
1370,musique,189,gpt-5-nano_musique_task393_2
1371,musique,190,gpt-5-nano_musique_task394_2
1372,musique,191,gpt-5-nano_musique_task394_3
1373,musique,192,gpt-5-nano_musique_task395_2
1374,musique,193,gpt-5-nano_musique_task396_2
1375,musique,194,gpt-5-nano_musique_task397_3
1376,musique,195,gpt-5-nano_musique_task398_2
1377,musique,196,gpt-5-nano_musique_task401_1
1378,musique,197,gpt-5-nano_musique_task405_3
1379,musique,198,gpt-5-nano_musique_task408_1
1380,musique,199,gpt-5-nano_musique_task408_2
1381,musique,200,gpt-5-nano_musique_task408_3
1382,musique,201,gpt-5-nano_musique_task409_1
1383,musique,202,gpt-5-nano_musique_task409_2
1384,musique,203,gpt-5-nano_musique_task409_3
1385,musique,204,gpt-5-nano_musique_task410_1
1386,musique,205,gpt-5-nano_musique_task415_1
1387,musique,206,gpt-5-nano_musique_task41_3
1388,musique,207,gpt-5-nano_musique_task421_3
1389,musique,208,gpt-5-nano_musique_task422_1
1390,musique,209,gpt-5-nano_musique_task422_2
1391,musique,210,gpt-5-nano_musique_task423_3
1392,musique,211,gpt-5-nano_musique_task424_1
1393,musique,212,gpt-5-nano_musique_task424_2
1394,musique,213,gpt-5-nano_musique_task424_3
1395,musique,214,gpt-5-nano_musique_task426_3
1396,musique,215,gpt-5-nano_musique_task427_1
1397,musique,216,gpt-5-nano_musique_task429_1
1398,musique,217,gpt-5-nano_musique_task429_2
1399,musique,218,gpt-5-nano_musique_task429_3
1400,musique,219,gpt-5-nano_musique_task431_1
1401,musique,220,gpt-5-nano_musique_task431_3
1402,musique,221,gpt-5-nano_musique_task435_1
1403,musique,222,gpt-5-nano_musique_task435_2
1404,musique,223,gpt-5-nano_musique_task438_2
1405,musique,224,gpt-5-nano_musique_task439_1
1406,musique,225,gpt-5-nano_musique_task439_2
1407,musique,226,gpt-5-nano_musique_task43_3
1408,musique,227,gpt-5-nano_musique_task442_1
1409,musique,228,gpt-5-nano_musique_task443_2
1410,musique,229,gpt-5-nano_musique_task446_1
1411,musique,230,gpt-5-nano_musique_task449_2
1412,musique,231,gpt-5-nano_musique_task449_3
1413,musique,232,gpt-5-nano_musique_task44_1
1414,musique,233,gpt-5-nano_musique_task450_1
1415,musique,234,gpt-5-nano_musique_task454_1
1416,musique,235,gpt-5-nano_musique_task454_2
1417,musique,236,gpt-5-nano_musique_task454_3
1418,musique,237,gpt-5-nano_musique_task458_3
1419,musique,238,gpt-5-nano_musique_task464_1
1420,musique,239,gpt-5-nano_musique_task464_3
1421,musique,240,gpt-5-nano_musique_task468_1
1422,musique,241,gpt-5-nano_musique_task468_2
1423,musique,242,gpt-5-nano_musique_task46_1
1424,musique,243,gpt-5-nano_musique_task46_2
1425,musique,244,gpt-5-nano_musique_task46_3
1426,musique,245,gpt-5-nano_musique_task473_3
1427,musique,246,gpt-5-nano_musique_task474_2
1428,musique,247,gpt-5-nano_musique_task476_3
1429,musique,248,gpt-5-nano_musique_task479_1
1430,musique,249,gpt-5-nano_musique_task479_2
1431,musique,250,gpt-5-nano_musique_task479_3
1432,musique,251,gpt-5-nano_musique_task481_1
1433,musique,252,gpt-5-nano_musique_task481_2
1434,musique,253,gpt-5-nano_musique_task481_3
1435,musique,254,gpt-5-nano_musique_task485_1
1436,musique,255,gpt-5-nano_musique_task485_2
1437,musique,256,gpt-5-nano_musique_task488_1
1438,musique,257,gpt-5-nano_musique_task488_2
1439,musique,258,gpt-5-nano_musique_task488_3
1440,musique,259,gpt-5-nano_musique_task491_1
1441,musique,260,gpt-5-nano_musique_task491_2
1442,musique,261,gpt-5-nano_musique_task494_2
1443,musique,262,gpt-5-nano_musique_task497_1
1444,musique,263,gpt-5-nano_musique_task497_2
1445,musique,264,gpt-5-nano_musique_task4_1
1446,musique,265,gpt-5-nano_musique_task4_2
1447,musique,266,gpt-5-nano_musique_task50_1
1448,musique,267,gpt-5-nano_musique_task50_2
1449,musique,268,gpt-5-nano_musique_task51_1
1450,musique,269,gpt-5-nano_musique_task51_2
1451,musique,270,gpt-5-nano_musique_task53_3
1452,musique,271,gpt-5-nano_musique_task56_1
1453,musique,272,gpt-5-nano_musique_task56_2
1454,musique,273,gpt-5-nano_musique_task56_3
1455,musique,274,gpt-5-nano_musique_task57_1
1456,musique,275,gpt-5-nano_musique_task57_2
1457,musique,276,gpt-5-nano_musique_task57_3
1458,musique,277,gpt-5-nano_musique_task58_1
1459,musique,278,gpt-5-nano_musique_task58_2
1460,musique,279,gpt-5-nano_musique_task60_1
1461,musique,280,gpt-5-nano_musique_task60_3
1462,musique,281,gpt-5-nano_musique_task61_1
1463,musique,282,gpt-5-nano_musique_task61_2
1464,musique,283,gpt-5-nano_musique_task62_1
1465,musique,284,gpt-5-nano_musique_task62_2
1466,musique,285,gpt-5-nano_musique_task62_3
1467,musique,286,gpt-5-nano_musique_task64_1
1468,musique,287,gpt-5-nano_musique_task64_2
1469,musique,288,gpt-5-nano_musique_task64_3
1470,musique,289,gpt-5-nano_musique_task65_2
1471,musique,290,gpt-5-nano_musique_task67_1
1472,musique,291,gpt-5-nano_musique_task67_2
1473,musique,292,gpt-5-nano_musique_task67_3
1474,musique,293,gpt-5-nano_musique_task6_2
1475,musique,294,gpt-5-nano_musique_task72_1
1476,musique,295,gpt-5-nano_musique_task72_2
1477,musique,296,gpt-5-nano_musique_task78_2
1478,musique,297,gpt-5-nano_musique_task79_2
1479,musique,298,gpt-5-nano_musique_task7_2
1480,musique,299,gpt-5-nano_musique_task7_3
1481,musique,300,gpt-5-nano_musique_task84_1
1482,musique,301,gpt-5-nano_musique_task84_2
1483,musique,302,gpt-5-nano_musique_task84_3
1484,musique,303,gpt-5-nano_musique_task85_1
1485,musique,304,gpt-5-nano_musique_task85_3
1486,musique,305,gpt-5-nano_musique_task86_2
1487,musique,306,gpt-5-nano_musique_task88_1
1488,musique,307,gpt-5-nano_musique_task92_1
1489,musique,308,gpt-5-nano_musique_task92_2
1490,musique,309,gpt-5-nano_musique_task92_3
1491,musique,310,gpt-5-nano_musique_task99_3
1492,musique,311,gpt-5-nano_musique_task9_1
1493,musique,312,gpt-5-nano_musique_task9_2
1494,wikimqa,1,gpt-4o-mini_wikimqa_task11_1
1495,wikimqa,2,gpt-4o-mini_wikimqa_task15_2
1496,wikimqa,3,gpt-4o-mini_wikimqa_task15_3
1497,wikimqa,4,gpt-4o-mini_wikimqa_task16_3
1498,wikimqa,5,gpt-4o-mini_wikimqa_task22_1
1499,wikimqa,6,gpt-4o-mini_wikimqa_task23_2
1500,wikimqa,7,gpt-4o-mini_wikimqa_task23_3
1501,wikimqa,8,gpt-4o-mini_wikimqa_task24_3
1502,wikimqa,9,gpt-4o-mini_wikimqa_task25_1
1503,wikimqa,10,gpt-4o-mini_wikimqa_task25_3
1504,wikimqa,11,gpt-4o-mini_wikimqa_task27_2
1505,wikimqa,12,gpt-4o-mini_wikimqa_task27_3
1506,wikimqa,13,gpt-4o-mini_wikimqa_task28_2
1507,wikimqa,14,gpt-4o-mini_wikimqa_task28_3
1508,wikimqa,15,gpt-4o-mini_wikimqa_task31_1
1509,wikimqa,16,gpt-4o-mini_wikimqa_task31_3
1510,wikimqa,17,gpt-4o-mini_wikimqa_task33_1
1511,wikimqa,18,gpt-4o-mini_wikimqa_task33_3
1512,wikimqa,19,gpt-4o-mini_wikimqa_task37_2
1513,wikimqa,20,gpt-4o-mini_wikimqa_task37_3
1514,wikimqa,21,gpt-4o-mini_wikimqa_task43_1
1515,wikimqa,22,gpt-4o-mini_wikimqa_task43_2
1516,wikimqa,23,gpt-4o-mini_wikimqa_task43_3
1517,wikimqa,24,gpt-4o-mini_wikimqa_task44_1
1518,wikimqa,25,gpt-4o-mini_wikimqa_task44_2
1519,wikimqa,26,gpt-4o-mini_wikimqa_task44_3
1520,wikimqa,27,gpt-4o-mini_wikimqa_task46_1
1521,wikimqa,28,gpt-4o-mini_wikimqa_task47_2
1522,wikimqa,29,gpt-4o-mini_wikimqa_task49_1
1523,wikimqa,30,gpt-4o-mini_wikimqa_task49_2
1524,wikimqa,31,gpt-4o-mini_wikimqa_task5_2
1525,wikimqa,32,gpt-4o-mini_wikimqa_task5_3
1526,wikimqa,33,gpt-4o-mini_wikimqa_task6_2
1527,wikimqa,34,gpt-4o-mini_wikimqa_task7_1
1528,wikimqa,35,gpt-5-nano_wikimqa_task100_1
1529,wikimqa,36,gpt-5-nano_wikimqa_task100_3
1530,wikimqa,37,gpt-5-nano_wikimqa_task101_1
1531,wikimqa,38,gpt-5-nano_wikimqa_task101_2
1532,wikimqa,39,gpt-5-nano_wikimqa_task101_3
1533,wikimqa,40,gpt-5-nano_wikimqa_task102_1
1534,wikimqa,41,gpt-5-nano_wikimqa_task103_2
1535,wikimqa,42,gpt-5-nano_wikimqa_task104_2
1536,wikimqa,43,gpt-5-nano_wikimqa_task104_3
1537,wikimqa,44,gpt-5-nano_wikimqa_task106_1
1538,wikimqa,45,gpt-5-nano_wikimqa_task107_3
1539,wikimqa,46,gpt-5-nano_wikimqa_task108_3
1540,wikimqa,47,gpt-5-nano_wikimqa_task109_1
1541,wikimqa,48,gpt-5-nano_wikimqa_task109_3
1542,wikimqa,49,gpt-5-nano_wikimqa_task10_1
1543,wikimqa,50,gpt-5-nano_wikimqa_task10_3
1544,wikimqa,51,gpt-5-nano_wikimqa_task110_2
1545,wikimqa,52,gpt-5-nano_wikimqa_task110_3
1546,wikimqa,53,gpt-5-nano_wikimqa_task112_2
1547,wikimqa,54,gpt-5-nano_wikimqa_task114_1
1548,wikimqa,55,gpt-5-nano_wikimqa_task114_2
1549,wikimqa,56,gpt-5-nano_wikimqa_task114_3
1550,wikimqa,57,gpt-5-nano_wikimqa_task115_1
1551,wikimqa,58,gpt-5-nano_wikimqa_task115_2
