with_gt	judge	method	dataset	subset	seed	seeds	n_preds	n_test	n_missing	n_null_step	step_acc	agent_acc	agent_acc_substring
True	gpt-4o	step_by_step	traceelephant	magentic	9	9,10,11	91	46	0	1	0.17391304347826086	0.6739130434782609	0.6739130434782609
True	gpt-4o	step_by_step	traceelephant	magentic	10	9,10,11	91	46	0	1	0.2608695652173913	0.6521739130434783	0.6521739130434783
True	gpt-4o	step_by_step	traceelephant	magentic	11	9,10,11	91	46	0	1	0.15217391304347827	0.717391304347826	0.717391304347826
True	gpt-4o	binary_search	traceelephant	magentic	9	9,10,11	91	46	0	0	0.043478260869565216	0.5	0.5
True	gpt-4o	binary_search	traceelephant	magentic	10	9,10,11	91	46	0	0	0.043478260869565216	0.391304347826087	0.391304347826087
True	gpt-4o	binary_search	traceelephant	magentic	11	9,10,11	91	46	0	0	0.10869565217391304	0.5652173913043478	0.5652173913043478
True	gpt-4o	correct	traceelephant	magentic	9	9,10,11	91	46	0	1	0.10869565217391304	0.6304347826086957	0.6304347826086957
True	gpt-4o	correct	traceelephant	magentic	10	9,10,11	91	46	0	2	0.13043478260869565	0.6521739130434783	0.6521739130434783
True	gpt-4o	correct	traceelephant	magentic	11	9,10,11	91	46	0	2	0.06521739130434782	0.6086956521739131	0.6086956521739131
True	gpt-4o	chief	traceelephant	magentic	9	9,10,11	91	46	0	0	0.13043478260869565	0.6086956521739131	0.6086956521739131
True	gpt-4o	chief	traceelephant	magentic	10	9,10,11	91	46	0	0	0.21739130434782608	0.5434782608695652	0.5434782608695652
True	gpt-4o	chief	traceelephant	magentic	11	9,10,11	91	46	0	0	0.06521739130434782	0.5652173913043478	0.5652173913043478
True	gpt-4o	raffles	traceelephant	magentic	9	9,10,11	91	46	0	0	0.2391304347826087	0.6521739130434783	0.6521739130434783
True	gpt-4o	raffles	traceelephant	magentic	10	9,10,11	91	46	0	0	0.30434782608695654	0.717391304347826	0.717391304347826
True	gpt-4o	raffles	traceelephant	magentic	11	9,10,11	91	46	0	0	0.30434782608695654	0.6521739130434783	0.6521739130434783
True	gpt-5	all_at_once	traceelephant	magentic	9	9,10,11	91	46	0	0	0.1956521739130435	0.7391304347826086	0.7391304347826086
True	gpt-5	all_at_once	traceelephant	magentic	10	9,10,11	91	46	0	0	0.08695652173913043	0.6521739130434783	0.6521739130434783
True	gpt-5	all_at_once	traceelephant	magentic	11	9,10,11	91	46	0	0	0.13043478260869565	0.6956521739130435	0.6956521739130435
True	gpt-5	step_by_step	traceelephant	magentic	9	9,10,11	91	46	0	0	0.15217391304347827	0.8043478260869565	0.8043478260869565
True	gpt-5	step_by_step	traceelephant	magentic	10	9,10,11	91	46	0	0	0.10869565217391304	0.6739130434782609	0.6739130434782609
True	gpt-5	step_by_step	traceelephant	magentic	11	9,10,11	91	46	0	0	0.1956521739130435	0.782608695652174	0.782608695652174
True	gpt-5	binary_search	traceelephant	magentic	9	9,10,11	91	46	0	0	0.1956521739130435	0.7608695652173914	0.7608695652173914
True	gpt-5	binary_search	traceelephant	magentic	10	9,10,11	91	46	0	0	0.30434782608695654	0.717391304347826	0.717391304347826
True	gpt-5	binary_search	traceelephant	magentic	11	9,10,11	91	46	0	0	0.2608695652173913	0.6956521739130435	0.6956521739130435
True	gpt-5	correct	traceelephant	magentic	9	9,10,11	91	46	0	0	0.17391304347826086	0.6956521739130435	0.6956521739130435
True	gpt-5	correct	traceelephant	magentic	10	9,10,11	91	46	0	0	0.1956521739130435	0.6304347826086957	0.6304347826086957
True	gpt-5	correct	traceelephant	magentic	11	9,10,11	91	46	0	0	0.2391304347826087	0.6739130434782609	0.6739130434782609
True	gpt-5	chief	traceelephant	magentic	9	9,10,11	91	46	0	0	0.1956521739130435	0.5652173913043478	0.5652173913043478
True	gpt-5	chief	traceelephant	magentic	10	9,10,11	91	46	0	0	0.21739130434782608	0.5	0.5
True	gpt-5	chief	traceelephant	magentic	11	9,10,11	91	46	0	0	0.2608695652173913	0.6086956521739131	0.6086956521739131
True	gpt-5	raffles	traceelephant	magentic	9	9,10,11	91	46	0	0	0.2826086956521739	0.6739130434782609	0.6739130434782609
True	gpt-5	raffles	traceelephant	magentic	10	9,10,11	91	46	0	0	0.30434782608695654	0.6739130434782609	0.6739130434782609
True	gpt-5	raffles	traceelephant	magentic	11	9,10,11	91	46	0	0	0.2826086956521739	0.717391304347826	0.717391304347826
True	gpt-4o	all_at_once	traceelephant	captain	2	2,3,4	85	43	0	0	0.09302325581395349	0.6046511627906976	0.6046511627906976
True	gpt-4o	all_at_once	traceelephant	captain	3	2,3,4	85	43	0	0	0.046511627906976744	0.7441860465116279	0.7441860465116279
True	gpt-4o	all_at_once	traceelephant	captain	4	2,3,4	85	43	0	0	0.13953488372093023	0.5813953488372093	0.5813953488372093
True	gpt-4o	step_by_step	traceelephant	captain	2	2,3,4	85	43	0	0	0.18604651162790697	0.5116279069767442	0.5116279069767442
True	gpt-4o	step_by_step	traceelephant	captain	3	2,3,4	85	43	0	0	0.2558139534883721	0.6046511627906976	0.6046511627906976
True	gpt-4o	step_by_step	traceelephant	captain	4	2,3,4	85	43	0	0	0.11627906976744186	0.4883720930232558	0.4883720930232558
True	gpt-4o	binary_search	traceelephant	captain	2	2,3,4	85	43	0	0	0.06976744186046512	0.3023255813953488	0.3023255813953488
True	gpt-4o	binary_search	traceelephant	captain	3	2,3,4	85	43	0	0	0.06976744186046512	0.23255813953488372	0.23255813953488372
True	gpt-4o	binary_search	traceelephant	captain	4	2,3,4	85	43	0	0	0.13953488372093023	0.32558139534883723	0.32558139534883723
True	gpt-4o	correct	traceelephant	captain	2	2,3,4	85	43	0	0	0.06976744186046512	0.6046511627906976	0.6046511627906976
True	gpt-4o	correct	traceelephant	captain	3	2,3,4	85	43	0	1	0.13953488372093023	0.7674418604651163	0.7674418604651163
True	gpt-4o	correct	traceelephant	captain	4	2,3,4	85	43	0	2	0.11627906976744186	0.627906976744186	0.627906976744186
True	gpt-4o	chief	traceelephant	captain	2	2,3,4	85	43	0	0	0.13953488372093023	0.5348837209302325	0.5348837209302325
True	gpt-4o	chief	traceelephant	captain	3	2,3,4	85	43	0	0	0.18604651162790697	0.6744186046511628	0.6744186046511628
True	gpt-4o	chief	traceelephant	captain	4	2,3,4	85	43	0	0	0.11627906976744186	0.5813953488372093	0.5813953488372093
True	gpt-4o	raffles	traceelephant	captain	2	2,3,4	85	43	0	0	0.27906976744186046	0.5348837209302325	0.5348837209302325
True	gpt-4o	raffles	traceelephant	captain	3	2,3,4	85	43	0	0	0.37209302325581395	0.7674418604651163	0.7674418604651163
True	gpt-4o	raffles	traceelephant	captain	4	2,3,4	85	43	0	0	0.18604651162790697	0.627906976744186	0.627906976744186
True	gpt-5	all_at_once	traceelephant	captain	2	2,3,4	85	43	0	0	0.11627906976744186	0.5581395348837209	0.5581395348837209
True	gpt-5	all_at_once	traceelephant	captain	3	2,3,4	85	43	0	0	0.09302325581395349	0.7441860465116279	0.7441860465116279
True	gpt-5	all_at_once	traceelephant	captain	4	2,3,4	85	43	0	0	0.11627906976744186	0.627906976744186	0.627906976744186
True	gpt-5	step_by_step	traceelephant	captain	2	2,3,4	85	43	0	0	0.18604651162790697	0.4883720930232558	0.4883720930232558
True	gpt-5	step_by_step	traceelephant	captain	3	2,3,4	85	43	0	0	0.2558139534883721	0.5348837209302325	0.5348837209302325
True	gpt-5	step_by_step	traceelephant	captain	4	2,3,4	85	43	0	0	0.16279069767441862	0.5348837209302325	0.5348837209302325
True	gpt-5	binary_search	traceelephant	captain	2	2,3,4	85	43	0	0	0.3023255813953488	0.5813953488372093	0.5813953488372093
True	gpt-5	binary_search	traceelephant	captain	3	2,3,4	85	43	0	0	0.37209302325581395	0.7441860465116279	0.7441860465116279
True	gpt-5	binary_search	traceelephant	captain	4	2,3,4	85	43	0	0	0.2558139534883721	0.6744186046511628	0.6744186046511628
True	gpt-5	correct	traceelephant	captain	2	2,3,4	85	43	0	0	0.27906976744186046	0.5348837209302325	0.5348837209302325
True	gpt-5	correct	traceelephant	captain	3	2,3,4	85	43	0	0	0.32558139534883723	0.6976744186046512	0.6976744186046512
True	gpt-5	correct	traceelephant	captain	4	2,3,4	85	43	0	0	0.20930232558139536	0.5581395348837209	0.5581395348837209
True	gpt-5	chief	traceelephant	captain	2	2,3,4	85	43	0	0	0.20930232558139536	0.4883720930232558	0.4883720930232558
True	gpt-5	chief	traceelephant	captain	3	2,3,4	85	43	0	0	0.16279069767441862	0.3953488372093023	0.3953488372093023
True	gpt-5	chief	traceelephant	captain	4	2,3,4	85	43	0	0	0.06976744186046512	0.3488372093023256	0.3488372093023256
True	gpt-5	raffles	traceelephant	captain	2	2,3,4	85	43	0	0	0.32558139534883723	0.627906976744186	0.627906976744186
True	gpt-5	raffles	traceelephant	captain	3	2,3,4	85	43	0	0	0.4418604651162791	0.7674418604651163	0.7674418604651163
True	gpt-5	raffles	traceelephant	captain	4	2,3,4	85	43	0	0	0.32558139534883723	0.6744186046511628	0.6744186046511628
True	gpt-4o	all_at_once	correct-error	arc	17	17,18,19	304	152	0	0	0.45394736842105265	0.9078947368421053	0.9078947368421053
True	gpt-4o	all_at_once	correct-error	arc	18	17,18,19	304	152	0	0	0.4605263157894737	0.9210526315789473	0.9210526315789473
True	gpt-4o	all_at_once	correct-error	arc	19	17,18,19	304	152	0	0	0.39473684210526316	0.8618421052631579	0.8618421052631579
True	gpt-4o	step_by_step	correct-error	arc	17	17,18,19	304	152	0	3	0.868421052631579	0.8552631578947368	0.8552631578947368
True	gpt-4o	step_by_step	correct-error	arc	18	17,18,19	304	152	0	2	0.8881578947368421	0.8881578947368421	0.8881578947368421
True	gpt-4o	step_by_step	correct-error	arc	19	17,18,19	304	152	0	3	0.8618421052631579	0.8355263157894737	0.8355263157894737
True	gpt-4o	binary_search	correct-error	arc	17	17,18,19	304	152	0	0	0.5657894736842105	0.5263157894736842	0.5263157894736842
True	gpt-4o	binary_search	correct-error	arc	18	17,18,19	304	152	0	0	0.5131578947368421	0.46710526315789475	0.46710526315789475
True	gpt-4o	binary_search	correct-error	arc	19	17,18,19	304	152	0	0	0.5263157894736842	0.4934210526315789	0.4934210526315789
True	gpt-4o	correct	correct-error	arc	17	17,18,19	304	152	0	1	0.743421052631579	0.8881578947368421	0.8881578947368421
True	gpt-4o	correct	correct-error	arc	18	17,18,19	304	152	0	2	0.75	0.9078947368421053	0.9078947368421053
True	gpt-4o	correct	correct-error	arc	19	17,18,19	304	152	0	1	0.6776315789473685	0.8552631578947368	0.8552631578947368
True	gpt-4o	chief	correct-error	arc	17	17,18,19	304	152	0	0	0.7828947368421053	0.8881578947368421	0.8881578947368421
True	gpt-4o	chief	correct-error	arc	18	17,18,19	304	152	0	0	0.8157894736842105	0.9013157894736842	0.9013157894736842
True	gpt-4o	chief	correct-error	arc	19	17,18,19	304	152	0	0	0.743421052631579	0.8486842105263158	0.8486842105263158
True	gpt-4o	raffles	correct-error	arc	17	17,18,19	304	152	0	0	0.875	0.9013157894736842	0.9013157894736842
True	gpt-4o	raffles	correct-error	arc	18	17,18,19	304	152	0	0	0.881578947368421	0.9078947368421053	0.9078947368421053
True	gpt-4o	raffles	correct-error	arc	19	17,18,19	304	152	0	0	0.8421052631578947	0.875	0.875
True	gpt-5	all_at_once	correct-error	arc	17	17,18,19	304	152	0	0	0.6842105263157895	0.9210526315789473	0.9210526315789473
True	gpt-5	all_at_once	correct-error	arc	18	17,18,19	304	152	0	1	0.7368421052631579	0.9144736842105263	0.9144736842105263
True	gpt-5	all_at_once	correct-error	arc	19	17,18,19	304	152	0	1	0.7105263157894737	0.8881578947368421	0.8881578947368421
True	gpt-5	step_by_step	correct-error	arc	17	17,18,19	304	152	0	1	0.9078947368421053	0.9078947368421053	0.9078947368421053
True	gpt-5	step_by_step	correct-error	arc	18	17,18,19	304	152	0	1	0.9078947368421053	0.8947368421052632	0.8947368421052632
True	gpt-5	step_by_step	correct-error	arc	19	17,18,19	304	152	0	2	0.881578947368421	0.881578947368421	0.881578947368421
True	gpt-5	binary_search	correct-error	arc	17	17,18,19	304	152	0	0	0.9342105263157895	0.9078947368421053	0.9078947368421053
True	gpt-5	binary_search	correct-error	arc	18	17,18,19	304	152	0	0	0.9276315789473685	0.9276315789473685	0.9276315789473685
True	gpt-5	binary_search	correct-error	arc	19	17,18,19	304	152	0	0	0.9013157894736842	0.8881578947368421	0.8881578947368421
True	gpt-5	correct	correct-error	arc	17	17,18,19	304	152	0	0	0.39473684210526316	0.9078947368421053	0.9078947368421053
True	gpt-5	correct	correct-error	arc	18	17,18,19	304	152	0	0	0.4407894736842105	0.9210526315789473	0.9210526315789473
True	gpt-5	correct	correct-error	arc	19	17,18,19	304	152	0	0	0.42105263157894735	0.8947368421052632	0.8947368421052632
True	gpt-4o	all_at_once	correct-error	gaia	17	17,18,19	50	25	0	0	0.16	0.84	0.84
True	gpt-4o	all_at_once	correct-error	gaia	18	17,18,19	50	25	0	0	0.12	0.8	0.8
True	gpt-4o	all_at_once	correct-error	gaia	19	17,18,19	50	25	0	0	0.2	0.92	0.92
True	gpt-4o	step_by_step	correct-error	gaia	17	17,18,19	50	25	0	1	0.4	0.52	0.52
True	gpt-4o	step_by_step	correct-error	gaia	18	17,18,19	50	25	0	1	0.36	0.4	0.4
True	gpt-4o	step_by_step	correct-error	gaia	19	17,18,19	50	25	0	1	0.36	0.44	0.44
True	gpt-4o	binary_search	correct-error	gaia	17	17,18,19	50	25	0	0	0.04	0.0	0.0
True	gpt-4o	binary_search	correct-error	gaia	18	17,18,19	50	25	0	0	0.04	0.0	0.0
True	gpt-4o	binary_search	correct-error	gaia	19	17,18,19	50	25	0	0	0.04	0.04	0.04
True	gpt-4o	correct	correct-error	gaia	17	17,18,19	50	25	0	2	0.28	0.76	0.76
True	gpt-4o	correct	correct-error	gaia	18	17,18,19	50	25	0	2	0.28	0.76	0.76
True	gpt-4o	correct	correct-error	gaia	19	17,18,19	50	25	0	2	0.24	0.8	0.8
True	gpt-4o	chief	correct-error	gaia	17	17,18,19	50	25	0	0	0.48	0.48	0.48
True	gpt-4o	chief	correct-error	gaia	18	17,18,19	50	25	0	0	0.32	0.48	0.48
True	gpt-4o	chief	correct-error	gaia	19	17,18,19	50	25	0	0	0.36	0.44	0.44
True	gpt-4o	raffles	correct-error	gaia	17	17,18,19	50	25	0	0	0.72	0.8	0.8
True	gpt-4o	raffles	correct-error	gaia	18	17,18,19	50	25	0	0	0.6	0.76	0.76
True	gpt-4o	raffles	correct-error	gaia	19	17,18,19	50	25	0	0	0.64	0.76	0.76
True	gpt-5	all_at_once	correct-error	gaia	17	17,18,19	50	25	0	0	0.44	0.76	0.76
True	gpt-5	all_at_once	correct-error	gaia	18	17,18,19	50	25	0	0	0.48	0.8	0.8
True	gpt-5	all_at_once	correct-error	gaia	19	17,18,19	50	25	0	0	0.44	0.68	0.68
True	gpt-5	step_by_step	correct-error	gaia	17	17,18,19	50	25	0	0	0.56	0.6	0.6
True	gpt-5	step_by_step	correct-error	gaia	18	17,18,19	50	25	0	0	0.68	0.72	0.72
True	gpt-5	step_by_step	correct-error	gaia	19	17,18,19	50	25	0	0	0.56	0.56	0.56
True	gpt-5	binary_search	correct-error	gaia	17	17,18,19	50	25	0	0	0.84	0.76	0.76
True	gpt-5	binary_search	correct-error	gaia	18	17,18,19	50	25	0	0	0.8	0.8	0.8
True	gpt-5	binary_search	correct-error	gaia	19	17,18,19	50	25	0	0	0.76	0.68	0.68
True	gpt-5	correct	correct-error	gaia	17	17,18,19	50	25	0	0	0.4	0.72	0.72
True	gpt-5	correct	correct-error	gaia	18	17,18,19	50	25	0	0	0.32	0.8	0.8
True	gpt-5	correct	correct-error	gaia	19	17,18,19	50	25	0	0	0.24	0.68	0.68
True	gpt-4o	all_at_once	correct-error	hotpot	17	17,18,19	578	289	0	0	0.16262975778546712	0.7681660899653979	0.7681660899653979
True	gpt-4o	all_at_once	correct-error	hotpot	18	17,18,19	578	289	0	0	0.17647058823529413	0.7820069204152249	0.7820069204152249
True	gpt-4o	all_at_once	correct-error	hotpot	19	17,18,19	578	289	0	0	0.15570934256055363	0.7681660899653979	0.7681660899653979
True	gpt-4o	step_by_step	correct-error	hotpot	17	17,18,19	578	289	0	14	0.5467128027681661	0.657439446366782	0.657439446366782
True	gpt-4o	step_by_step	correct-error	hotpot	18	17,18,19	578	289	0	15	0.5605536332179931	0.6505190311418685	0.6505190311418685
True	gpt-4o	step_by_step	correct-error	hotpot	19	17,18,19	578	289	0	16	0.5363321799307958	0.6193771626297578	0.6193771626297578
True	gpt-4o	binary_search	correct-error	hotpot	17	17,18,19	578	289	0	0	0.13494809688581316	0.20761245674740483	0.20761245674740483
True	gpt-4o	binary_search	correct-error	hotpot	18	17,18,19	578	289	0	0	0.16262975778546712	0.24567474048442905	0.24567474048442905
True	gpt-4o	binary_search	correct-error	hotpot	19	17,18,19	578	289	0	0	0.11764705882352941	0.18339100346020762	0.18339100346020762
True	gpt-4o	correct	correct-error	hotpot	17	17,18,19	578	289	0	3	0.20761245674740483	0.754325259515571	0.754325259515571
True	gpt-4o	correct	correct-error	hotpot	18	17,18,19	578	289	0	5	0.19377162629757785	0.7577854671280276	0.7577854671280276
True	gpt-4o	correct	correct-error	hotpot	19	17,18,19	578	289	0	7	0.1903114186851211	0.7681660899653979	0.7681660899653979
True	gpt-4o	chief	correct-error	hotpot	17	17,18,19	578	289	0	0	0.2698961937716263	0.7093425605536332	0.7093425605536332
True	gpt-4o	chief	correct-error	hotpot	18	17,18,19	578	289	0	0	0.2629757785467128	0.7162629757785467	0.7162629757785467
True	gpt-4o	chief	correct-error	hotpot	19	17,18,19	578	289	0	0	0.2629757785467128	0.740484429065744	0.740484429065744
True	gpt-4o	raffles	correct-error	hotpot	17	17,18,19	578	289	0	0	0.615916955017301	0.754325259515571	0.754325259515571
True	gpt-4o	raffles	correct-error	hotpot	18	17,18,19	578	289	0	0	0.6228373702422145	0.7889273356401384	0.7889273356401384
True	gpt-4o	raffles	correct-error	hotpot	19	17,18,19	578	289	0	0	0.6228373702422145	0.8131487889273357	0.8131487889273357
True	gpt-5	all_at_once	correct-error	hotpot	17	17,18,19	578	289	0	0	0.6055363321799307	0.7785467128027682	0.7785467128027682
True	gpt-5	all_at_once	correct-error	hotpot	18	17,18,19	578	289	0	0	0.6366782006920415	0.7993079584775087	0.7993079584775087
True	gpt-5	all_at_once	correct-error	hotpot	19	17,18,19	578	289	0	0	0.6124567474048442	0.7993079584775087	0.7993079584775087
True	gpt-5	step_by_step	correct-error	hotpot	17	17,18,19	578	289	0	5	0.6193771626297578	0.7474048442906575	0.7474048442906575
True	gpt-5	step_by_step	correct-error	hotpot	18	17,18,19	578	289	0	5	0.6262975778546713	0.740484429065744	0.740484429065744
True	gpt-5	step_by_step	correct-error	hotpot	19	17,18,19	578	289	0	5	0.6262975778546713	0.726643598615917	0.726643598615917
True	gpt-5	binary_search	correct-error	hotpot	17	17,18,19	578	289	0	0	0.6505190311418685	0.7439446366782007	0.7439446366782007
True	gpt-5	binary_search	correct-error	hotpot	18	17,18,19	578	289	0	0	0.6816608996539792	0.7785467128027682	0.7785467128027682
True	gpt-5	binary_search	correct-error	hotpot	19	17,18,19	578	289	0	0	0.671280276816609	0.740484429065744	0.740484429065744
True	gpt-5	correct	correct-error	hotpot	17	17,18,19	578	289	0	0	0.4013840830449827	0.7681660899653979	0.7681660899653979
True	gpt-5	correct	correct-error	hotpot	18	17,18,19	578	289	0	0	0.3771626297577855	0.7923875432525952	0.7923875432525952
True	gpt-5	correct	correct-error	hotpot	19	17,18,19	578	289	0	0	0.34256055363321797	0.7716262975778547	0.7716262975778547
True	gpt-4o	all_at_once	correct-error	math500	17	17,18,19	157	79	0	0	0.31645569620253167	0.6582278481012658	0.6582278481012658
True	gpt-4o	all_at_once	correct-error	math500	18	17,18,19	157	79	0	0	0.379746835443038	0.6582278481012658	0.6582278481012658
True	gpt-4o	all_at_once	correct-error	math500	19	17,18,19	157	79	0	0	0.379746835443038	0.6455696202531646	0.6455696202531646
True	gpt-4o	step_by_step	correct-error	math500	17	17,18,19	157	79	0	1	0.5443037974683544	0.5569620253164557	0.5569620253164557
True	gpt-4o	step_by_step	correct-error	math500	18	17,18,19	157	79	0	4	0.6329113924050633	0.5316455696202531	0.5316455696202531
True	gpt-4o	step_by_step	correct-error	math500	19	17,18,19	157	79	0	2	0.6455696202531646	0.5443037974683544	0.5443037974683544
True	gpt-4o	binary_search	correct-error	math500	17	17,18,19	157	79	0	0	0.13924050632911392	0.11392405063291139	0.11392405063291139
True	gpt-4o	binary_search	correct-error	math500	18	17,18,19	157	79	0	0	0.1518987341772152	0.12658227848101267	0.12658227848101267
True	gpt-4o	binary_search	correct-error	math500	19	17,18,19	157	79	0	0	0.16455696202531644	0.12658227848101267	0.12658227848101267
True	gpt-4o	correct	correct-error	math500	17	17,18,19	157	79	0	0	0.46835443037974683	0.620253164556962	0.620253164556962
True	gpt-4o	correct	correct-error	math500	18	17,18,19	157	79	0	0	0.5443037974683544	0.6329113924050633	0.6329113924050633
True	gpt-4o	correct	correct-error	math500	19	17,18,19	157	79	0	0	0.4936708860759494	0.620253164556962	0.620253164556962
True	gpt-4o	chief	correct-error	math500	17	17,18,19	157	79	0	0	0.4177215189873418	0.5949367088607594	0.5949367088607594
True	gpt-4o	chief	correct-error	math500	18	17,18,19	157	79	0	0	0.4810126582278481	0.6329113924050633	0.6329113924050633
True	gpt-4o	chief	correct-error	math500	19	17,18,19	157	79	0	0	0.5063291139240507	0.620253164556962	0.620253164556962
True	gpt-4o	raffles	correct-error	math500	17	17,18,19	157	79	0	2	0.5569620253164557	0.5949367088607594	0.5949367088607594
True	gpt-4o	raffles	correct-error	math500	18	17,18,19	157	79	0	0	0.6329113924050633	0.6835443037974683	0.6835443037974683
True	gpt-4o	raffles	correct-error	math500	19	17,18,19	157	79	0	0	0.6329113924050633	0.6075949367088608	0.6075949367088608
True	gpt-5	all_at_once	correct-error	math500	17	17,18,19	157	79	0	0	0.7974683544303798	0.6582278481012658	0.6582278481012658
True	gpt-5	all_at_once	correct-error	math500	18	17,18,19	157	79	0	0	0.8354430379746836	0.6708860759493671	0.6708860759493671
True	gpt-5	all_at_once	correct-error	math500	19	17,18,19	157	79	0	0	0.759493670886076	0.6835443037974683	0.6835443037974683
True	gpt-5	step_by_step	correct-error	math500	17	17,18,19	157	79	0	0	0.4810126582278481	0.43037974683544306	0.43037974683544306
True	gpt-5	step_by_step	correct-error	math500	18	17,18,19	157	79	0	0	0.5822784810126582	0.45569620253164556	0.45569620253164556
True	gpt-5	step_by_step	correct-error	math500	19	17,18,19	157	79	0	0	0.569620253164557	0.4810126582278481	0.4810126582278481
True	gpt-5	binary_search	correct-error	math500	17	17,18,19	157	79	0	0	0.7848101265822784	0.6582278481012658	0.6582278481012658
True	gpt-5	binary_search	correct-error	math500	18	17,18,19	157	79	0	0	0.8734177215189873	0.6835443037974683	0.6835443037974683
True	gpt-5	binary_search	correct-error	math500	19	17,18,19	157	79	0	0	0.8481012658227848	0.6708860759493671	0.6708860759493671
True	gpt-5	correct	correct-error	math500	17	17,18,19	157	79	0	1	0.379746835443038	0.6835443037974683	0.6835443037974683
True	gpt-5	correct	correct-error	math500	18	17,18,19	157	79	0	1	0.379746835443038	0.6835443037974683	0.6835443037974683
True	gpt-5	correct	correct-error	math500	19	17,18,19	157	79	0	1	0.3924050632911392	0.7088607594936709	0.7088607594936709
True	gpt-4o	all_at_once	correct-error	mmlu_pro	17	17,18,19	92	46	0	0	0.45652173913043476	0.9130434782608695	0.9130434782608695
True	gpt-4o	all_at_once	correct-error	mmlu_pro	18	17,18,19	92	46	0	0	0.391304347826087	0.8695652173913043	0.8695652173913043
True	gpt-4o	all_at_once	correct-error	mmlu_pro	19	17,18,19	92	46	0	0	0.34782608695652173	0.8913043478260869	0.8913043478260869
True	gpt-4o	step_by_step	correct-error	mmlu_pro	17	17,18,19	92	46	0	0	0.6739130434782609	0.782608695652174	0.782608695652174
True	gpt-4o	step_by_step	correct-error	mmlu_pro	18	17,18,19	92	46	0	0	0.6739130434782609	0.7608695652173914	0.7608695652173914
True	gpt-4o	step_by_step	correct-error	mmlu_pro	19	17,18,19	92	46	0	1	0.782608695652174	0.8478260869565217	0.8478260869565217
True	gpt-4o	binary_search	correct-error	mmlu_pro	17	17,18,19	92	46	0	0	0.2391304347826087	0.2391304347826087	0.2391304347826087
True	gpt-4o	binary_search	correct-error	mmlu_pro	18	17,18,19	92	46	0	0	0.30434782608695654	0.2608695652173913	0.2608695652173913
True	gpt-4o	binary_search	correct-error	mmlu_pro	19	17,18,19	92	46	0	0	0.2391304347826087	0.2391304347826087	0.2391304347826087
True	gpt-4o	correct	correct-error	mmlu_pro	17	17,18,19	92	46	0	0	0.6304347826086957	0.8913043478260869	0.8913043478260869
True	gpt-4o	correct	correct-error	mmlu_pro	18	17,18,19	92	46	0	0	0.6304347826086957	0.8478260869565217	0.8478260869565217
True	gpt-4o	correct	correct-error	mmlu_pro	19	17,18,19	92	46	0	0	0.6956521739130435	0.8695652173913043	0.8695652173913043
True	gpt-4o	chief	correct-error	mmlu_pro	17	17,18,19	92	46	0	0	0.5652173913043478	0.8043478260869565	0.8043478260869565
True	gpt-4o	chief	correct-error	mmlu_pro	18	17,18,19	92	46	0	0	0.6086956521739131	0.7608695652173914	0.7608695652173914
True	gpt-4o	chief	correct-error	mmlu_pro	19	17,18,19	92	46	0	0	0.6956521739130435	0.8260869565217391	0.8260869565217391
True	gpt-4o	raffles	correct-error	mmlu_pro	17	17,18,19	92	46	0	0	0.8043478260869565	0.8913043478260869	0.8913043478260869
True	gpt-4o	raffles	correct-error	mmlu_pro	18	17,18,19	92	46	0	0	0.717391304347826	0.8478260869565217	0.8478260869565217
True	gpt-4o	raffles	correct-error	mmlu_pro	19	17,18,19	92	46	0	0	0.782608695652174	0.8695652173913043	0.8695652173913043
True	gpt-5	all_at_once	correct-error	mmlu_pro	17	17,18,19	92	46	0	0	0.782608695652174	0.9130434782608695	0.9130434782608695
True	gpt-5	all_at_once	correct-error	mmlu_pro	18	17,18,19	92	46	0	0	0.6521739130434783	0.8695652173913043	0.8695652173913043
True	gpt-5	all_at_once	correct-error	mmlu_pro	19	17,18,19	92	46	0	0	0.6739130434782609	0.9130434782608695	0.9130434782608695
True	gpt-5	step_by_step	correct-error	mmlu_pro	17	17,18,19	92	46	0	0	0.8260869565217391	0.8260869565217391	0.8260869565217391
True	gpt-5	step_by_step	correct-error	mmlu_pro	18	17,18,19	92	46	0	0	0.8043478260869565	0.782608695652174	0.782608695652174
True	gpt-5	step_by_step	correct-error	mmlu_pro	19	17,18,19	92	46	0	0	0.8260869565217391	0.8260869565217391	0.8260869565217391
True	gpt-5	binary_search	correct-error	mmlu_pro	17	17,18,19	92	46	0	0	0.8478260869565217	0.8913043478260869	0.8913043478260869
True	gpt-5	binary_search	correct-error	mmlu_pro	18	17,18,19	92	46	0	0	0.8478260869565217	0.8695652173913043	0.8695652173913043
True	gpt-5	binary_search	correct-error	mmlu_pro	19	17,18,19	92	46	0	0	0.8695652173913043	0.8913043478260869	0.8913043478260869
True	gpt-5	correct	correct-error	mmlu_pro	17	17,18,19	92	46	0	0	0.41304347826086957	0.8913043478260869	0.8913043478260869
True	gpt-5	correct	correct-error	mmlu_pro	18	17,18,19	92	46	0	0	0.5217391304347826	0.8478260869565217	0.8478260869565217
True	gpt-5	correct	correct-error	mmlu_pro	19	17,18,19	92	46	0	0	0.5	0.8913043478260869	0.8913043478260869
True	gpt-4o	all_at_once	correct-error	musique	17	17,18,19	312	156	0	0	0.09615384615384616	0.7756410256410257	0.7756410256410257
